trip_id,start_time,end_time,headway_secs,exact_times
weekday_U2220_U222002_0,05:30:00,09:00:00,1800,0
weekday_U2220_U222002_1,09:45:00,16:30:00,2700,0
weekday_U2220_U222002_2,17:00:00,19:00:00,1800,0
weekday_U2220_U222002_3,19:45:00,22:45:00,2700,0
weekend_U6400_U640002_0,05:30:00,05:45:00,900,0
weekend_U6400_U640001_0,06:10:00,07:05:00,900,0
weekend_U6400_U640002_1,06:00:00,06:15:00,900,0
weekend_U6400_U640001_1,06:45:00,07:45:00,900,0
weekend_U6400_U640002_2,06:30:00,06:50:00,1200,0
weekend_U6400_U640001_2,07:25:00,08:40:00,1200,0
weekend_U6400_U640002_3,07:10:00,08:10:00,1200,0
weekend_U6400_U640001_3,08:00:00,09:50:00,1200,0
weekend_U6400_U640002_4,08:30:00,08:31:00,1800,0
weekend_U6400_U640001_4,09:20:00,10:10:00,1800,0
weekend_U6400_U640002_5,09:00:00,10:20:00,1200,0
weekend_U6400_U640001_5,09:50:00,12:00:00,1200,0
weekend_U6400_U640002_6,10:40:00,10:41:00,1800,0
weekend_U6400_U640001_6,11:30:00,12:20:00,1800,0
weekend_U6400_U640002_7,11:10:00,12:30:00,1200,0
weekend_U6400_U640001_7,12:00:00,14:10:00,1200,0
weekend_U6400_U640002_8,12:50:00,12:51:00,1800,0
weekend_U6400_U640001_8,13:40:00,14:30:00,1800,0
weekend_U6400_U640002_9,13:20:00,14:40:00,1200,0
weekend_U6400_U640001_9,14:10:00,16:20:00,1200,0
weekend_U6400_U640002_10,15:00:00,15:01:00,1200,0
weekend_U6400_U640001_10,15:50:00,16:40:00,1200,0
weekend_U6400_U640002_11,15:30:00,16:50:00,1200,0
weekend_U6400_U640001_11,16:20:00,18:30:00,1200,0
weekend_U6400_U640002_12,17:10:00,18:10:00,1800,0
weekend_U6400_U640001_12,18:00:00,19:50:00,1800,0
weekend_U6400_U640002_13,18:40:00,18:41:00,2400,0
weekend_U6400_U640001_13,19:30:00,20:20:00,2400,0
weekend_U6400_U640002_14,19:20:00,20:20:00,1800,0
weekend_U6400_U640001_14,20:10:00,22:00:00,1800,0
weekend_U6400_U640002_15,20:50:00,20:51:00,2100,0
weekend_U6400_U640001_15,21:40:00,22:30:00,2100,0
weekend_U6400_U640002_16,21:25:00,21:26:00,2100,0
weekend_U6400_U640001_16,22:10:00,22:55:00,2100,0
weekend_U6400_U640002_17,22:00:00,22:01:00,2100,0
weekend_U6400_U640001_17,23:00:00,24:00:00,2100,0
weekday_T6000_T600002_0,06:00:00,10:30:00,1800,0
weekday_T6000_T600002_1,11:00:00,15:00:00,3600,0
weekday_T6000_T600002_2,16:00:00,18:30:00,1800,0
weekday_T6000_T600002_3,19:00:00,24:00:00,3600,0
weekend_T6000_T600002_0,06:00:00,10:30:00,1800,0
weekend_T6000_T600002_1,11:00:00,15:00:00,3600,0
weekend_T6000_T600002_2,16:00:00,18:30:00,1800,0
weekend_T6000_T600002_3,19:00:00,24:00:00,3600,0
weekday_U2200_U220002_0,05:30:00,06:00:00,1800,0
weekday_U2200_U220001_0,06:30:00,07:30:00,1800,0
weekday_U2200_U220002_1,06:00:00,06:25:00,1800,0
weekday_U2200_U220001_1,07:14:00,08:34:00,1800,0
weekday_U2200_U220002_2,06:25:00,06:50:00,1500,0
weekday_U2200_U220001_2,08:01:00,08:36:00,1500,0
weekday_U2200_U220002_3,06:50:00,07:15:00,1500,0
weekday_U2200_U220001_3,08:36:00,09:00:00,1500,0
weekday_U2200_U220002_4,07:15:00,07:40:00,1500,0
weekday_U2200_U220001_4,09:01:00,09:26:00,1500,0
weekday_U2200_U220002_5,08:05:00,08:55:00,1500,0
weekday_U2200_U220001_5,09:36:00,10:26:00,1500,0
weekday_U2200_U220002_6,09:20:00,09:50:00,1500,0
weekday_U2200_U220001_6,10:44:00,11:44:00,1500,0
weekday_U2200_U220002_7,09:50:00,10:20:00,1800,0
weekday_U2200_U220001_7,11:14:00,11:44:00,1800,0
weekday_U2200_U220002_8,10:50:00,11:20:00,1800,0
weekday_U2200_U220001_8,12:14:00,12:44:00,1800,0
weekday_U2200_U220002_9,11:15:00,12:30:00,1500,0
weekday_U2200_U220001_9,12:39:00,13:54:00,1500,0
weekday_U2200_U220002_10,13:00:00,14:00:00,1800,0
weekday_U2200_U220001_10,14:24:00,15:24:00,1800,0
weekday_U2200_U220002_11,14:30:00,15:30:00,1800,0
weekday_U2200_U220001_11,15:54:00,16:54:00,1800,0
weekday_U2200_U220002_12,15:00:00,15:25:00,1800,0
weekday_U2200_U220001_12,16:32:00,16:57:00,1800,0
weekday_U2200_U220002_13,15:25:00,15:50:00,1500,0
weekday_U2200_U220001_13,16:57:00,17:22:00,1500,0
weekday_U2200_U220002_14,16:20:00,16:50:00,1800,0
weekday_U2200_U220001_14,17:52:00,18:22:00,1800,0
weekday_U2200_U220002_15,16:50:00,17:20:00,1800,0
weekday_U2200_U220001_15,18:22:00,18:52:00,1800,0
weekday_U2200_U220002_16,18:00:00,18:45:00,2400,0
weekday_U2200_U220001_16,19:32:00,20:17:00,2400,0
weekday_U2200_U220002_17,18:45:00,19:30:00,2700,0
weekday_U2200_U220001_17,20:17:00,21:02:00,2700,0
weekday_U2200_U220002_18,20:15:00,21:00:00,2700,0
weekday_U2200_U220001_18,21:47:00,22:24:00,2700,0
weekday_U2200_U220002_19,21:00:00,21:45:00,2700,0
weekday_U2200_U220001_19,22:24:00,23:09:00,2700,0
weekday_U2200_U220002_20,21:45:00,22:30:00,2700,0
weekday_U2200_U220001_20,23:09:00,23:34:00,2700,0
weekday_U2200_U220002_21,22:30:00,23:15:00,2700,0
weekday_U2200_U220001_21,23:34:00,23:59:00,2700,0
weekday_U2510_U251002_0,05:30:00,06:00:00,1800,0
weekday_U2510_U251002_1,06:00:00,06:20:00,1800,0
weekday_U2510_U251002_2,06:20:00,06:40:00,1200,0
weekday_U2510_U251002_3,06:40:00,07:00:00,1200,0
weekday_U2510_U251002_4,07:00:00,07:20:00,1200,0
weekday_U2510_U251002_5,07:20:00,07:40:00,1200,0
weekday_U2510_U251002_6,07:40:00,08:00:00,1200,0
weekday_U2510_U251002_7,08:00:00,08:25:00,1200,0
weekday_U2510_U251002_8,08:25:00,08:50:00,1500,0
weekday_U2510_U251002_9,08:50:00,11:45:00,1500,0
weekday_U2510_U251002_10,12:10:00,13:25:00,1500,0
weekday_U2510_U251002_11,13:50:00,14:15:00,1500,0
weekday_U2510_U251002_12,14:45:00,15:15:00,1800,0
weekday_U2510_U251002_13,15:45:00,16:15:00,1800,0
weekday_U2510_U251002_14,16:45:00,17:15:00,1800,0
weekday_U2510_U251002_15,17:15:00,17:45:00,1800,0
weekday_U2510_U251002_16,17:45:00,18:45:00,1800,0
weekday_U2510_U251002_17,19:15:00,20:00:00,1800,0
weekday_U2510_U251002_18,20:00:00,20:40:00,2700,0
weekday_U2510_U251002_19,20:40:00,22:10:00,2400,0
weekday_U5810_U581002_0,06:30:00,07:30:00,1800,0
weekday_U5810_U581002_1,08:00:00,15:20:00,2400,0
weekday_U5810_U581002_2,16:00:00,17:30:00,1800,0
weekday_U5810_U581002_3,18:00:00,18:01:00,3000,0
weekday_U5810_U581002_4,18:50:00,21:10:00,4200,0
weekday_U5810_U581002_5,22:20:00,23:30:00,4200,0
weekend_U5810_U581002_0,06:30:00,07:30:00,1800,0
weekend_U5810_U581002_1,08:00:00,15:20:00,2400,0
weekend_U5810_U581002_2,16:00:00,17:30:00,1800,0
weekend_U5810_U581002_3,18:00:00,18:01:00,3000,0
weekend_U5810_U581002_4,18:50:00,21:10:00,4200,0
weekend_U5810_U581002_5,22:20:00,23:30:00,4200,0
weekend_P0040_P004002_0,06:00:00,08:30:00,1500,0
weekend_P0040_P004002_1,09:00:00,21:00:00,1800,0
weekday_S2040_S204002_0,06:00:00,22:00:00,3600,0
weekend_S2040_S204002_0,06:00:00,21:00:00,3600,0
weekend_S2040_S204002_1,22:00:00,22:01:00,3600,0
weekday_R0210_R021002_0,06:35:00,08:05:00,1800,0
weekend_U4210_U421002_0,05:20:00,07:00:00,1500,0
weekend_U4210_U421002_1,07:25:00,09:55:00,1500,0
weekend_U4210_U421002_2,10:20:00,11:50:00,1800,0
weekend_U4210_U421002_3,12:15:00,12:40:00,1500,0
weekend_U4210_U421002_4,13:10:00,13:40:00,1800,0
weekend_U4210_U421002_5,14:10:00,15:00:00,1500,0
weekend_U4210_U421002_6,15:30:00,16:30:00,1800,0
weekend_U4210_U421002_7,16:55:00,17:20:00,1500,0
weekend_U4210_U421002_8,17:50:00,18:50:00,1800,0
weekend_U4210_U421002_9,19:15:00,19:40:00,1500,0
weekend_U4210_U421002_10,20:10:00,21:10:00,1800,0
weekend_U4210_U421002_11,21:35:00,22:00:00,1500,0
weekend_U4210_U421002_12,22:30:00,22:55:00,2400,0
weekend_T2230_T223002_0,05:40:00,09:00:00,1200,0
weekend_T2230_T223002_1,09:30:00,13:00:00,1800,0
weekend_T2230_T223002_2,13:20:00,19:00:00,1200,0
weekend_T2230_T223002_3,19:30:00,24:00:00,1800,0
weekday_T3500_T350002_0,05:30:00,06:00:00,900,0
weekday_T3500_T350002_1,06:00:00,09:20:00,1500,0
weekday_T3500_T350002_2,09:45:00,14:20:00,1500,0
weekday_T3500_T350002_3,14:45:00,15:05:00,1200,0
weekday_T3500_T350002_4,15:35:00,19:20:00,1500,0
weekday_T3500_T350002_5,19:45:00,20:35:00,3000,0
weekday_T3500_T350002_6,21:00:00,21:50:00,3000,0
weekday_T3500_T350002_7,22:20:00,23:00:00,2400,0
weekday_T3500_T350002_8,23:30:00,24:00:00,1800,0
weekday_T3510_T351002_0,05:30:00,06:00:00,900,0
weekday_T3510_T351002_1,06:00:00,19:00:00,1800,0
weekday_T3510_T351002_2,19:30:00,20:30:00,3600,0
weekday_T3510_T351002_3,21:00:00,22:00:00,3600,0
weekday_T3510_T351002_4,22:30:00,23:00:00,1800,0
weekday_T3510_T351002_5,23:30:00,24:00:00,1800,0
weekday_S0040_S004002_0,06:00:00,07:40:00,1200,0
weekday_S0040_S004002_1,08:10:00,08:30:00,1200,0
weekday_S0040_S004002_2,09:00:00,21:00:00,1800,0
weekend_S0040_S004002_0,06:00:00,07:40:00,1200,0
weekend_S0040_S004002_1,08:10:00,08:30:00,1200,0
weekend_S0040_S004002_2,09:00:00,21:00:00,1800,0
weekday_S1030_S103002_0,06:00:00,21:00:00,1800,0
weekend_U4200_U420002_0,05:30:00,07:00:00,1800,0
weekend_U4200_U420002_1,07:35:00,21:35:00,2100,0
weekend_U4200_U420002_2,22:10:00,22:30:00,1200,0
weekend_U1910_U191002_0,05:30:00,21:20:00,3000,0
weekend_U1910_U191002_1,22:10:00,23:00:00,3000,0
weekend_U1900_U190002_0,05:30:00,05:50:00,1200,0
weekend_U1900_U190001_0,06:10:00,06:30:00,1200,0
weekend_U1900_U190002_1,06:10:00,06:30:00,1200,0
weekend_U1900_U190001_1,07:00:00,07:20:00,1200,0
weekend_U1900_U190002_2,06:50:00,08:10:00,1200,0
weekend_U1900_U190001_2,07:40:00,9:00:00,1200,0
weekend_U1900_U190002_3,08:30:00,12:10:00,1200,0
weekend_U1900_U190001_3,09:25:00,13:05:00,1200,0
weekend_U1900_U190002_4,12:30:00,13:50:00,1200,0
weekend_U1900_U190001_4,13:30:00,14:50:00,1200,0
weekend_U1900_U190002_5,14:10:00,18:50:00,1200,0
weekend_U1900_U190001_5,15:10:00,19:50:00,1200,0
weekend_U1900_U190002_6,19:10:00,19:30:00,1200,0
weekend_U1900_U190001_6,20:00:00,20:20:00,1200,0
weekend_U1900_U190002_7,20:00:00,20:30:00,1800,0
weekend_U1900_U190001_7,20:50:00,21:20:00,1800,0
weekend_U1900_U190002_8,21:00:00,23:00:00,1800,0
weekend_U1900_U190001_8,21:45:00,23:45:00,1800,0
weekend_U8210_U821002_1,05:45:00,06:00:00,900,0
weekend_U8210_U821002_2,06:15:00,09:00:00,900,0
weekend_U8210_U821002_3,09:20:00,11:40:00,1200,0
weekend_U8210_U821002_4,12:00:00,15:40:00,1200,0
weekend_U8210_U821002_5,16:00:00,19:00:00,1200,0
weekend_U8210_U821002_6,19:30:00,20:00:00,1800,0
weekend_U8210_U821002_7,20:00:00,20:30:00,1800,0
weekend_U8210_U821002_8,21:00:00,23:30:00,1800,0
weekday_U8010_U801002_0,06:00:00,06:40:00,3600,0
weekday_U8010_U801001_0,07:00:00,08:00:00,3600,0
weekday_U8010_U801002_1,07:00:00,07:50:00,4200,0
weekday_U8010_U801001_1,08:10:00,09:23:00,4200,0
weekday_U8010_U801002_2,08:10:00,09:05:00,5400,0
weekday_U8010_U801001_2,09:20:00,10:25:00,5400,0
weekday_U8010_U801002_3,09:40:00,10:35:00,4800,0
weekday_U8010_U801001_3,11:00:00,11:50:00,4800,0
weekday_U8010_U801002_4,11:00:00,11:55:00,5400,0
weekday_U8010_U801001_4,12:30:00,13:30:00,5400,0
weekday_U8010_U801002_5,12:30:00,13:30:00,5400,0
weekday_U8010_U801001_5,13:50:00,14:40:00,5400,0
weekday_U8010_U801002_6,14:00:00,14:55:00,5400,0
weekday_U8010_U801001_6,15:10:00,16:10:00,5400,0
weekday_U8010_U801002_7,15:30:00,20:50:00,5400,0
weekday_U8010_U801001_7,17:00:00,22:15:00,5400,0
weekday_U8010_U801002_8,21:30:00,24:05:00,3600,0
weekday_U8010_U801001_8,22:30:00,24:05:00,3600,0
weekday_U8010_U801001_9,06:00:00,06:40:00,3600,0
weekday_U7720_U772002_0,05:30:00,06:00:00,1800,0
weekday_U7720_U772001_0,07:00:00,07:30:00,1800,0
weekday_U7720_U772002_1,06:15:00,06:30:00,900,0
weekday_U7720_U772001_1,08:00:00,08:30:00,900,0
weekday_U7720_U772002_2,06:45:00,07:00:00,900,0
weekday_U7720_U772001_2,08:45:00,09:00:00,900,0
weekday_U7720_U772002_3,07:20:00,07:35:00,1200,0
weekday_U7720_U772001_3,09:30:00,09:45:00,1200,0
weekday_U7720_U772002_4,07:40:00,08:00:00,1200,0
weekday_U7720_U772001_4,09:50:00,10:10:00,1200,0
weekday_U7720_U772002_5,08:30:00,09:30:00,1800,0
weekday_U7720_U772001_5,10:30:00,11:10:00,1800,0
weekday_U7720_U772002_6,10:00:00,10:20:00,1800,0
weekday_U7720_U772001_6,11:40:00,12:00:00,1800,0
weekday_U7720_U772002_7,10:20:00,11:00:00,1200,0
weekday_U7720_U772001_7,12:00:00,12:40:00,1200,0
weekday_U7720_U772002_8,11:30:00,12:00:00,1800,0
weekday_U7720_U772001_8,13:00:00,13:30:00,1800,0
weekday_U7720_U772002_9,12:20:00,12:40:00,1200,0
weekday_U7720_U772001_9,13:50:00,14:10:00,1200,0
weekday_U7720_U772002_10,12:40:00,13:00:00,1200,0
weekday_U7720_U772001_10,14:10:00,14:30:00,1200,0
weekday_U7720_U772002_11,13:30:00,14:00:00,1800,0
weekday_U7720_U772001_11,15:00:00,15:40:00,1800,0
weekday_U7720_U772002_12,14:30:00,15:00:00,1800,0
weekday_U7720_U772001_12,16:10:00,16:30:00,1800,0
weekday_U7720_U772002_13,15:20:00,16:00:00,1200,0
weekday_U7720_U772001_13,16:50:00,17:30:00,1200,0
weekday_U7720_U772002_14,16:20:00,17:00:00,1200,0
weekday_U7720_U772001_14,18:00:00,19:00:00,1200,0
weekday_U7720_U772002_15,17:30:00,18:00:00,1800,0
weekday_U7720_U772001_15,19:30:00,20:00:00,1800,0
weekday_U7720_U772002_16,18:40:00,20:00:00,2400,0
weekday_U7720_U772001_16,20:30:00,21:30:00,2400,0
weekday_U7720_U772002_17,21:00:00,22:00:00,3600,0
weekday_U7720_U772001_17,22:30:00,23:30:00,3600,0
weekday_U7720_U772001_18,06:00:00,06:30:00,1800,0
weekend_U2020_U202002_0,05:30:00,05:50:00,1200,0
weekend_U2020_U202001_0,06:30:00,07:29:00,1200,0
weekend_U2020_U202002_1,05:50:00,07:10:00,1200,0
weekend_U2020_U202001_1,07:00:00,08:20:00,1200,0
weekend_U2020_U202002_2,07:35:00,08:00:00,1500,0
weekend_U2020_U202001_2,08:45:00,09:55:00,1500,0
weekend_U2020_U202002_3,08:00:00,08:30:00,1500,0
weekend_U2020_U202001_3,09:20:00,10:40:00,1500,0
weekend_U2020_U202002_4,08:30:00,18:30:00,1800,0
weekend_U2020_U202001_4,09:50:00,19:50:00,1800,0
weekend_U2020_U202002_5,19:10:00,21:10:00,2400,0
weekend_U2020_U202001_5,20:30:00,22:30:00,2400,0
weekend_U2020_U202002_6,21:50:00,22:25:00,2100,0
weekend_U2020_U202001_6,23:00:00,23:35:00,2100,0
weekend_U2020_U202002_7,23:00:00,24:00:00,2100,0
weekday_U3030_U303002_0,05:30:00,07:10:00,600,0
weekday_U3030_U303002_1,07:20:00,07:30:00,600,0
weekday_U3030_U303002_2,07:45:00,09:00:00,900,0
weekday_U3030_U303002_3,09:20:00,10:00:00,1200,0
weekday_U3030_U303002_4,10:20:00,13:40:00,1200,0
weekday_U3030_U303002_5,14:00:00,16:30:00,900,0
weekday_U3030_U303002_6,16:45:00,18:00:00,900,0
weekday_U3030_U303002_7,18:20:00,19:40:00,1200,0
weekday_U3030_U303002_8,20:10:00,22:30:00,2100,0
weekend_U7820_U782002_0,06:00:00,07:00:00,5400,0
weekend_U7820_U782001_0,06:45:00,07:45:00,5400,0
weekend_U7820_U782002_1,07:30:00,08:00:00,7200,0
weekend_U7820_U782001_1,08:25:00,09:30:00,7200,0
weekend_U7820_U782002_2,09:30:00,10:30:00,7200,0
weekend_U7820_U782001_2,10:30:00,11:30:00,7200,0
weekend_U7820_U782002_3,11:30:00,12:30:00,7200,0
weekend_U7820_U782001_3,12:30:00,13:30:00,7200,0
weekend_U7820_U782002_4,13:30:00,14:30:00,7800,0
weekend_U7820_U782001_4,14:30:00,15:30:00,7800,0
weekend_U7820_U782002_5,15:40:00,16:40:00,8400,0
weekend_U7820_U782001_5,16:50:00,17:50:00,8400,0
weekend_U7820_U782002_6,18:00:00,19:00:00,9600,0
weekend_U7820_U782001_6,19:15:00,20:15:00,9600,0
weekend_U7820_U782002_7,20:30:00,21:30:00,7200,0
weekend_U7820_U782001_7,21:30:00,22:30:00,7200,0
weekend_U7820_U782002_8,22:30:00,23:20:00,7200,0
weekend_U7820_U782001_8,23:30:00,23:59:00,7200,0
weekday_T7820_T782002_0,06:00:00,09:30:00,1800,0
weekday_T7820_T782002_1,10:20:00,10:50:00,1800,0
weekday_T7820_T782002_2,11:40:00,12:10:00,1800,0
weekday_T7820_T782002_3,13:00:00,15:30:00,1800,0
weekday_T7820_T782002_4,16:20:00,16:50:00,1800,0
weekday_T7820_T782002_5,17:40:00,18:10:00,1800,0
weekday_T7820_T782002_6,19:00:00,19:30:00,1800,0
weekday_T7820_T782002_7,20:30:00,23:30:00,3600,0
weekday_T7830_T783002_0,06:00:00,09:00:00,2700,0
weekday_T7830_T783002_1,10:00:00,16:00:00,3600,0
weekday_T7830_T783002_2,16:45:00,18:50:00,2700,0
weekday_T7830_T783002_3,19:00:00,20:00:00,4500,0
weekday_T7830_T783002_4,20:30:00,21:30:00,3600,0
weekday_T7830_T783002_5,23:30:00,24:00:00,7200,0
weekend_T7830_T783002_0,06:00:00,09:00:00,2700,0
weekend_T7830_T783002_1,10:00:00,16:00:00,3600,0
weekend_T7830_T783002_2,16:45:00,18:50:00,2700,0
weekend_T7830_T783002_3,19:00:00,20:00:00,4500,0
weekend_T7830_T783002_4,20:30:00,21:30:00,3600,0
weekend_T7830_T783002_5,23:30:00,24:00:00,7200,0
weekday_S4080_S408002_0,06:00:00,06:10:00,1800,0
weekday_S4080_S408002_1,06:30:00,06:40:00,1800,0
weekday_S4080_S408002_2,07:00:00,07:10:00,1800,0
weekday_S4080_S408002_3,07:30:00,08:00:00,1800,0
weekday_S4080_S408002_4,08:30:00,08:40:00,1800,0
weekday_S4080_S408002_5,09:00:00,11:30:00,1800,0
weekday_S4080_S408002_6,12:00:00,12:10:00,1800,0
weekday_S4080_S408002_7,12:30:00,16:00:00,1800,0
weekday_S4080_S408002_8,16:30:00,16:40:00,1800,0
weekday_S4080_S408002_9,17:00:00,17:10:00,1800,0
weekday_S4080_S408002_10,17:30:00,18:00:00,1800,0
weekday_S4080_S408002_11,18:30:00,19:30:00,1800,0
weekday_S4080_S408002_12,20:00:00,22:00:00,1800,0
weekday_U6400_U640002_0,05:30:00,06:00:00,900,0
weekday_U6400_U640001_0,06:10:00,6:40:00,900,0
weekday_U6400_U640002_1,06:10:00,06:40:00,600,0
weekday_U6400_U640001_1,07:00:00,07:30:00,600,0
weekday_U6400_U640002_2,06:50:00,07:20:00,600,0
weekday_U6400_U640001_2,07:50:00,08:20:00,600,0
weekday_U6400_U640002_3,07:30:00,07:40:00,600,0
weekday_U6400_U640001_3,08:25:00,08:35:00,600,0
weekday_U6400_U640002_4,07:45:00,07:55:00,300,0
weekday_U6400_U640002_5,07:55:00,08:15:00,900,0
weekday_U6400_U640001_5,08:45:00,09:15:00,900,0
weekday_U6400_U640002_6,08:15:00,08:25:00,600,0
weekday_U6400_U640001_6,09:15:00,09:25:00,600,0
weekday_U6400_U640002_7,08:45:00,09:05:00,1200,0
weekday_U6400_U640001_7,09:40:00,09:55:00,1200,0
weekday_U6400_U640002_8,09:15:00,10:05:00,600,0
weekday_U6400_U640001_8,10:05:00,10:55:00,600,0
weekday_U6400_U640002_9,10:20:00,12:50:00,900,0
weekday_U6400_U640001_9,11:10:00,13:40:00,900,0
weekday_U6400_U640002_10,13:00:00,13:50:00,600,0
weekday_U6400_U640001_10,13:50:00,14:40:00,600,0
weekday_U6400_U640002_11,14:05:00,14:35:00,900,0
weekday_U6400_U640001_11,15:00:00,15:30:00,900,0
weekday_U6400_U640002_12,14:50:00,15:35:00,900,0
weekday_U6400_U640001_12,15:40:00,16:25:00,900,0
weekday_U6400_U640002_13,15:50:00,16:00:00,900,0
weekday_U6400_U640001_13,16:45:00,16:50:00,900,0
weekday_U6400_U640002_14,16:00:00,16:10:00,600,0
weekday_U6400_U640001_14,16:50:00,17:05:00,600,0
weekday_U6400_U640002_15,16:20:00,16:30:00,600,0
weekday_U6400_U640001_15,17:15:00,17:30:00,600,0
weekday_U6400_U640002_16,16:40:00,16:50:00,600,0
weekday_U6400_U640001_16,17:40:00,17:50:00,600,0
weekday_U6400_U640002_17,17:05:00,18:35:00,900,0
weekday_U6400_U640001_17,18:05:00,19:35:00,900,0
weekday_U6400_U640002_18,18:25:00,19:45:00,300,0
weekday_U6400_U640002_19,18:50:00,19:35:00,900,0
weekday_U6400_U640001_19,19:45:00,20:30:00,900,0
weekday_U6400_U640002_20,20:00:00,20:30:00,1800,0
weekday_U6400_U640001_20,20:50:00,21:15:00,1800,0
weekday_U6400_U640002_21,21:00:00,21:30:00,1800,0
weekday_U6400_U640001_21,21:45:00,22:15:00,1800,0
weekday_U6400_U640002_22,22:00:00,22:30:00,1800,0
weekday_U6400_U640001_22,23:00:00,23:30:00,1800,0
weekend_S1070_S107002_0,06:00:00,07:30:00,1800,0
weekend_S1070_S107002_1,08:05:00,08:35:00,1800,0
weekend_S1070_S107002_2,09:10:00,19:40:00,2100,0
weekend_S1070_S107002_3,20:20:00,21:00:00,2400,0
weekend_S1070_S107002_4,21:30:00,22:10:00,1800,0
weekday_T8510_T851002_0,07:00:00,11:00:00,1800,0
weekday_T8510_T851002_1,12:00:00,14:00:00,3600,0
weekday_T8510_T851002_2,12:00:00,13:10:00,4200,0
weekday_T8510_T851002_3,14:10:00,16:10:00,3600,0
weekday_T8510_T851002_4,16:40:00,19:10:00,1800,0
weekday_T8510_T851002_5,19:38:00,23:38:00,1680,0
weekend_U6000_U600002_0,05:30:00,05:45:00,900,0
weekend_U6000_U600001_0,06:25:00,07:35:00,900,0
weekend_U6000_U600002_1,06:00:00,06:01:00,600,0
weekend_U6000_U600001_1,06:55:00,07:50:00,600,0
weekend_U6000_U600002_2,06:10:00,06:11:00,600,0
weekend_U6000_U600001_2,07:10:00,08:10:00,600,0
weekend_U6000_U600002_3,06:20:00,06:35:00,900,0
weekend_U6000_U600001_3,07:25:00,08:45:00,900,0
weekend_U6000_U600002_4,06:50:00,06:51:00,600,0
weekend_U6000_U600001_4,07:55:00,09:00:00,600,0
weekend_U6000_U600002_5,07:00:00,07:15:00,900,0
weekend_U6000_U600001_5,08:05:00,08:30:00,900,0
weekend_U6000_U600002_6,07:30:00,07:40:00,600,0
weekend_U6000_U600001_6,08:45:00,9:05:00,600,0
weekend_U6000_U600002_7,07:50:00,08:05:00,900,0
weekend_U6000_U600001_7,09:15:00,09:20:00,900,0
weekend_U6000_U600002_8,08:20:00,08:21:00,600,0
weekend_U6000_U600001_8,09:40:00,11:10:00,600,0
weekend_U6000_U600002_9,08:30:00,09:10:00,1200,0
weekend_U6000_U600001_9,09:45:00,11:40:00,1200,0
weekend_U6000_U600002_10,09:30:00,10:15:00,900,0
weekend_U6000_U600001_10,10:45:00,12:45:00,900,0
weekend_U6000_U600002_11,10:30:00,10:31:00,600,0
weekend_U6000_U600001_11,11:45:00,13:00:00,600,0
weekend_U6000_U600002_12,10:40:00,10:41:00,600,0
weekend_U6000_U600001_12,11:45:00,12:50:00,600,0
weekend_U6000_U600002_13,10:50:00,10:51:00,900,0
weekend_U6000_U600001_13,12:05:00,13:20:00,900,0
weekend_U6000_U600002_14,11:05:00,11:06:00,900,0
weekend_U6000_U600001_14,12:25:00,13:45:00,900,0
weekend_U6000_U600002_15,11:20:00,11:21:00,600,0
weekend_U6000_U600001_15,12:35:00,13:50:00,600,0
weekend_U6000_U600002_16,11:30:00,12:10:00,1200,0
weekend_U6000_U600001_16,12:45:00,14:40:00,1200,0
weekend_U6000_U600002_17,12:30:00,13:15:00,900,0
weekend_U6000_U600001_17,13:45:00,15:45:00,900,0
weekend_U6000_U600002_18,13:30:00,13:31:00,600,0
weekend_U6000_U600001_18,14:45:00,15:00:00,600,0
weekend_U6000_U600002_19,13:40:00,13:41:00,600,0
weekend_U6000_U600001_19,15:00:00,15:15:00,600,0
weekend_U6000_U600002_20,13:50:00,14:05:00,900,0
weekend_U6000_U600001_20,15:15:00,15:25:00,900,0
weekend_U6000_U600002_21,14:05:00,14:06:00,900,0
weekend_U6000_U600001_21,15:25:00,15:40:00,900,0
weekend_U6000_U600002_22,14:20:00,14:21:00,600,0
weekend_U6000_U600001_22,15:45:00,17:10:00,600,0
weekend_U6000_U600002_23,14:30:00,14:50:00,1200,0
weekend_U6000_U600001_23,15:50:00,16:15:00,1200,0
weekend_U6000_U600002_24,15:10:00,15:30:00,1200,0
weekend_U6000_U600001_24,16:30:00,16:45:00,1200,0
weekend_U6000_U600002_25,15:45:00,16:00:00,900,0
weekend_U6000_U600001_25,17:05:00,17:15:00,900,0
weekend_U6000_U600002_26,16:15:00,16:30:00,900,0
weekend_U6000_U600001_26,17:35:00,17:45:00,900,0
weekend_U6000_U600002_27,16:40:00,16:50:00,600,0
weekend_U6000_U600001_27,18:00:00,18:05:00,600,0
weekend_U6000_U600002_28,17:05:00,17:20:00,900,0
weekend_U6000_U600001_28,18:25:00,18:35:00,900,0
weekend_U6000_U600002_29,17:40:00,18:15:00,2100,0
weekend_U6000_U600001_29,19:00:00,19:30:00,2100,0
weekend_U6000_U600002_30,18:50:00,19:20:00,1800,0
weekend_U6000_U600001_30,20:05:00,20:35:00,1800,0
weekend_U6000_U600002_31,19:45:00,20:10:00,1500,0
weekend_U6000_U600001_31,20:55:00,21:15:00,1500,0
weekend_U6000_U600002_32,20:40:00,21:10:00,1800,0
weekend_U6000_U600001_32,21:45:00,22:15:00,1800,0
weekend_U6000_U600002_33,21:40:00,22:10:00,1800,0
weekend_U6000_U600001_33,22:40:00,23:10:00,1800,0
