stop_id,stop_code,stop_name,street_name,latitude,longitude,direction,zone
N3048086E101691714,KL2007,Enterprise 3 Tpm,Jalan Inovasi 1,3.048086,101.691714,2,1
N3048091E101534877,SA420,Komersial Seksyen 19,Persiaran Jubli Perak,3.0480907154839,101.53487676562,1,1
N3048111E101620740,SJ680,LRT IOI Puchong,LDP,3.048111,101.62074,1,1
N3048146E101517196,,SJKT Sg Renggam,Jalan Pinang 18/1,3.048146,101.517196,1,1
N3048155E101445868,BD21,Masjid Bandar Klang Utara,Jalan Pasar Jawa,3.048155,101.445868,1,1
N3048200E101590383,SJ546,LRT Taipan,Persiaran Kewajipan,3.0482,101.59038333333,2,1
N3048200E101590702,SJ549,LRT Taipan,Persiaran Kewajipan,3.0482,101.590702,1,1
N3048413E101534121,SA455,Komersial Seksyen 19,Persiaran Jubli Perak,3.0484133024513,101.5341212997,2,1
N3048430E101530184,SA423,Seksyen 19 (Selatan),Persiaran Jubli Perak,3.0484295998569,101.5301843593,2,1
N3048475E101582982,SJ36,Usj 10 Taipan (Barat),Persiaran Bakti,3.048475,101.582982,2,1
N3048480E101502130,SA560,UITM Seksyen 17,Persiaran Jubli Perak,3.048480032769,101.50212995062,2,1
N3048491E101774340,KJ764,MRT Bandar Tun Hussein Onn Pintu B,Lebuh Utama Tun Hussein Onn,3.048491,101.77434,2,1
N3048506E101601748,SJ632,Pusat Industri Iks Usj1,Persiaran Subang Mewah,3.048505987434,101.60174838489,1,1
N3048508E101502452,SA589,UITM Seksyen 17,Persiaran Jubli Perak,3.048508,101.502452,1,1
N3048564E101528026,SA425,Seksyen 23 (Barat),Persiaran Jubli Perak,3.0485635236283,101.52802579656,2,1
N3048568E101605762,SJ629,Taman Perindustrian Usj1,Jalan Subang 3,3.048568,101.605762,2,1
N3048593E101692752,KL1542,Enterprise 3 Tpm,Jalan Inovasi 1,3.048593,101.692752,2,1
N3048662E101601492,SJ80,Pusat Industri Iks Usj1,Persiaran Subang Mewah,3.048662,101.601492,2,1
N3048676E101530374,SA454,Seksyen 19 (Selatan),Persiaran Jubli Perak,3.0486761746484,101.53037420389,1,1
N3048706E101664286,KL2016,Taman Ltat,Jalan Bukit Jalil Indah 1,3.048706,101.664286,1,1
N3048771E101748050,KJ708,Perumahan Cheras Utama,Persiaran Baiduri,3.0487705643672,101.74804961155,2,1
N3048900E101739852,KJ397,Perumahan Damai Perdana Fasa 3,Persiaran Damai Perdana,3.04890032051,101.73985161208,2,1
N3048957E101522314,SA432,Flat Blok 6 Seksyen 18,Jalan Kelapa 18/42,3.048957,101.522314,1,1
N3048975E101586239,SJ24,Usj 10 Taipan (Utara),Persiaran Perpaduan,3.0489745864478,101.58623859651,1,1
N3049069E101537089,SA456,Pusat Perniagaan Jubli Perak,Persiaran Jubli Perak,3.0490685211587,101.53708882392,2,1
N3049070E101774434,,MRT BTHO,,3.04907,101.774434,2,1
N3049145E101524773,SA936,Perumahan Seksyen 18,Persiaran Jubli Perak,3.0491453477665,101.52477282481,1,1
N3049168E101525118,SA935,Sekyen 19 (Utara),LKSA,3.0491676178905,101.52511848214,1,1
N3049338E101515875,,Masjid Alhidayah (Opp),Jalan Pinang 18/1,3.049338,101.515875,1,1
N3049375E101798910,KJ403,Bdr Sg. Long 7 (Timur),Jalan Sg. Long,3.049375,101.79891,1,1
N3049379E101532844,,Dewan Besar Tanjung,Jalan Gelora 19/46,3.049379,101.532844,2,1
N3049393E101798878,KJ403,Perumahan Sekyen 7,Jalan Sg Long,3.049393,101.798878,2,1
N3049619E101602492,SJ630,SJKC Chee Wen (Opp),Jalan Subang 3,3.049619,101.602492,1,1
N3049629E101772007,,Apartment Netizen,Lebuh Utama Tun Hussein Onn,3.049629,101.772007,1,1
N3049676E101521917,SA439,Flat Blok 6 (Opp),Jalan Kelapa 18/42,3.049676,101.521917,1,1
N3049758E101647706,,Giant Bk (Opp),Jalan Kinrara 6,3.049758,101.647706,1,1
N3049777E101754912,,Perumahan Suadamai,Jalan Suadamai,3.049777,101.754912,2,1
N3049837E101772122,,Apartment Netizen (Opp),Lebuh Utama Tun Hussein Onn,3.0498368588427,101.77212185602,2,1
N3049878E101769909,,Taman Megah 2,Lebuh Utama Tun Hussein Onn,3.049878,101.769909,2,1
N3049908E101654281,KL2014,Apartment Seri Ceria,Jalan Impian Indah,3.049908,101.654281,1,1
N3049919E101700449,KL2545,Pusat Pengurusan Pengangkutan (Itis),Lebuhraya Bukit Jalil,3.049919,101.700449,1,1
N3049932E101538945,SA419,Pusat Perniagaan Jubli 20 (Selatan),Persiaran Jubli Perak,3.049932,101.538945,1,1
N3049970E101591992,SJ687,Depoh Metrobus,Persiaran Kewajipan,3.0499695078056,101.59199178151,1,1
N3049980E101754825,,Perumahan Suadamai,Jalan Suadamai,3.04998,101.754825,1,1
N3050017E101443601,BD22,Hotel Goldcourse,Jalan Pasar,3.050017,101.443601,1,1
N3050022E101673645,,Pavilion Bukit Jalil,Persiaran Jalil Utama,3.050022,101.673645,2,1
N3050058E101788929,KJ213,Komersial Mahkota Cheras,Jalan Temenggung,3.0500580155157,101.78892918697,2,1
N3050103E101753539,,Vina Residency (Opp),Jalan Seri Taming 2a,3.050103,101.753539,2,1
N3050161E101644297,SJ398,LRT Bk 5,Lebuhraya Bukit Jalil,3.050161,101.644297,1,2
N3050185E101700506,KL2519,Astro,Lebuhraya Bukit Jalil,3.050185,101.700506,2,1
N3050291E101753297,,Vina Residency,Jalan Seri Taming 2a,3.050291,101.753297,1,1
N3050311E101535464,SA446,Hotel De Palma (Opp),Jalan Nelayan 19/15,3.050311,101.535464,2,1
N3050396E101790090,KJ563,Komersial Sek. 9 (Selatan),Jalan Temenggung,3.050396,101.79009,1,1
N3050451E101466424,,Pangsapuri Permai,Jalan Bukit Kuda,3.050451,101.466424,1,1
N3050473E101643622,SJ360,LRT Bk 5,Lebuhraya Bukit Jalil,3.050473,101.643622,2,1
N3050567E101741401,KJ404,Damai Perdana Fasa 1,Persiaran Damai Perdana,3.0505668462573,101.74140096979,2,1
N3050626E101679712,KL2018,Calvary Convention Centre,Jalan Jalil Perkasa 1,3.050626,101.679712,2,1
N3050775E101533857,,Kuarters Pendidikan Seksyen 19,Jalan 19/45,3.050775,101.533857,2,1
N3050822E101602152,SJ73,Grand Ville Usj 1,Persiaran Subang Mewah,3.050822,101.602152,2,1
N3050969E101767426,KJ893,Desa Wangsa Apartment,Jalan Desa Wangsa,3.050969,101.767426,2,1
N3051006E101540037,,Pusat Perniagaan Suri Putri,Persiaran Jubli Perak,3.051006,101.540037,2,1
N3051051E101458314,BD18,Klinik Kesihatan Bukit Kuda,Jalan Batu Tiga Lama,3.051051,101.458314,2,1
N3051058E101693940,KL2524,Sekolah Sukan Bukit Jalil,Jalan Sekolah Sukan Bukit Jalil,3.051058,101.69394,2,1
N3051151E101602574,SJ72,SJKC Chee Wen,Persiaran Subang Mewah,3.051151,101.602574,1,1
N3051197E101555115,,Aisb,Jalan Bt 3 Lama,3.0511971457509,101.5551150906,2,1
N3051230E101787290,KJ244,Mahkota Walk,Persiaran Mahkota Cheras 2,3.05123,101.78729,1,1
N3051317E101697391,KL2010,Maxis Toc Tpm,Jalan Inovasi 1,3.051317,101.697391,2,1
N3051402E101782050,KJ568,Mahkota Residence,Persiaran Mahkota Cheras 1,3.051402,101.78205,2,1
N3051462E101524147,SA937,SMK Seksyen 18,LKSA,3.0514617127451,101.52414670748,1,1
N3051484E101786855,KJ214,Petronas Mahkota Cheras,Persiaran Mahkota Cheras 2,3.051484,101.786855,2,1
N3051537E101583487,SJ10,Menara MPSJ (Opp),Persiaran Bakti,3.051537,101.583487,2,1
N3051564E101747646,KJ696,Perumahan Polis Desa Baiduri,Persiaran Baiduri,3.0515635256395,101.74764566064,1,1
N3051568E101742553,KJ398,Perumahan Damai Perdana,Persiaran Damai Perdana,3.051568440242,101.7425530177,2,1
N3051575E101643787,,SMK Seksyen 1 Bk,Jalan Kinrara 2,3.051575,101.643787,1,1
N3051603E101747502,KJ709,Perumahan Polis Desa Baiduri (Opp),Persiaran Baiduri,3.051603,101.747502,2,1
N3051616E101801922,KJ428,SMK Sg Long,Jalan Sg Long,3.0516163347533,101.80192181976,2,1
N3051657E101697283,KL2008,Maxis Toc Tpm,Jalan Inovasi 1,3.051657,101.697283,2,1
N3051698E101792816,KJ768,Perumahan Sek. 6 (Selatan),Jalan Permaisuri,3.051698,101.792816,1,1
N3051708E101782060,KJ153,Mahkota Residence,Persiaran Mahkota Cheras 1,3.051708,101.78206,1,1
N3051810E101524353,SA934,SMK Seksyen 18 (Opp),LKSA,3.0518101114951,101.52435336625,1,1
N3051823E101688705,KL1299,Apartment Arena Green (Opp),Jalan Barat,3.0518229558133,101.68870475194,2,1
N3051903E101768684,KJ271,Apartment Taman Megah Cheras 3,Jalan Megah 37,3.051903,101.768684,2,1
N3051910E101583445,,Menara MPSJ,Persiaran Bakti,3.05191,101.583445,1,1
N3051916E101538132,,Kuarters Mbsa Seksyen 20,Jalan Singa 20/1,3.051916,101.538132,2,1
N3052029E101801285,KJ756,Smk. Bandar Sg. Long,Jalan Bp Satu,3.052029,101.801285,1,1
N3052109E101541804,SA461,Hentian Jubli Perak,Persiaran Jubli Perak,3.0521086003269,101.54180352842,2,1
N3052127E101774050,KJ668,Spg Cheras Perdana,CKE,3.052127111611,101.77405009544,1,2
N3052149E101765690,KJ309,Taman Desa Wangsa,Persiaran Suasana,3.052149,101.76569,2,1
N3052422E101444420,BD23,SMJKC Pin Hwa,Leboh Tapah,3.052422,101.44442,1,1
N3052423E101700636,KL1540,Astro Tpm,Jalan Teknologi 3,3.052423,101.700636,2,1
N3052465E101467254,,Komersial Taman Bukit Kuda,Jalan Bukit Kuda,3.052465,101.467254,1,1
N3052536E101536149,,Perumahan Seksyen 19,Jalan Sauh 19/43,3.052536,101.536149,1,1
N3052574E101622192,SJ681,Komersial Rajawali,LDP,3.0525738384977,101.62219229894,1,1
N3052596E101755077,,SK BTHO 2 (Opp),Jalan Suadamai,3.052596,101.755077,2,1
N3052781E101707226,KL2006,Selangor Turf Club,SBE,3.052781,101.707226,2,2
N3052794E101490916,SA601,KTM/SK Padang Jawa,Jalan Padang Jawa,3.052794,101.490916,2,1
N3052803E101754999,,SK BTHO 2,Jalan Suadamai,3.052803,101.754999,1,1
N3052847E101760480,KJ306,Perumahan Suasana 4 (Opp),Persiaran Suasana,3.052847,101.76048,2,1
N3052867E101524969,SA428,Ciast,Jalan Petani 19/1,3.052867,101.524969,1,1
N3052884E101624874,SJ358,Komuniti Puchong Jaya (Opp),Jalan Puchong,3.0528842606685,101.62487388353,2,1
N3052927E101555519,,Perumahan Pinggiran Usj,Jalan Bt Tiga Lama,3.052927,101.555519,1,1
N3052949E101529385,SA453,Seksyen 19 (Timur),Jalan Nelayan 19/15,3.052949,101.529385,2,1
N3052987E101692749,KL2523,Kompleks Sukan Negara Bukit Jalil,Persiaran Msn,3.052987,101.692749,2,1
N3052987E101746953,KJ649,Flat Cheras Utama (Opp),Jalan Damai Indah 2,3.052987,101.746953,1,1
N3053037E101653427,SJ363,Trinity Group,Lebuhraya Bukit Jalil,3.053037,101.653427,1,1
N3053042E101462404,,Centro Mall Klang,Jalan Batu Tiga Lama,3.053042,101.462404,2,1
N3053094E101691466,,Isn/Stadium Bukit Jalil,Persiaran Isn,3.053094,101.691466,2,1
N3053123E101624351,SJ330,Pusat It Komuniti,Jalan Puchong,3.05312255214,101.6243507846,1,1
N3053135E101810660,KJ759,Palm Walk 3,Jalan Sg. Long,3.053135,101.81066,2,1
N3053172E101746717,KJ710,Flat Cheras Utama,Jalan Damai Indah 2,3.0531723292852,101.74671658709,2,1
N3053212E101640134,,Padang Bola Bk 2,Jalan Kinrara 4,3.053212,101.640134,1,1
N3053319E101460157,,Shell Taman Eng Ann,Jalan Pekan Baru,3.053319,101.460157,1,1
N3053369E101502356,SA580,Alam Residentials (Barat),Jalan Cengkih 16/10,3.053369,101.502356,1,1
N3053415E101447645,BD24,Pusat Bandar Klang (Utara),Jalan Mantin,3.053415,101.447645,1,1
N3053450E101591800,SJ692,BRT Usj 7,Persiaran Kewajipan,3.05345,101.5918,2,1
N3053458E101555385,SJ585,Taman Perindustrian Lion,Jalan Bt Tiga Lama,3.053458,101.555385,2,1
N3053504E101463149,BD17,Centro Klang,Lebuhraya Persekutuan,3.053504,101.463149,2,1
N3053549E101468056,,Komersial Taman Rashna,Jalan Batu Tiga Lama,3.053549,101.468056,1,1
N3053550E101763374,KJ307,Perumahan Suasana 5,Persiaran Suasana,3.05355,101.763374,2,1
N3053578E101522316,SA440,Masjid Nahdhah Al-Islam,Jalan Nyiur 18/41,3.053578,101.522316,1,1
N3053617E101522433,SA431,Masjid Nahdhah Al-Islam (Opp),Jalan Nyiur 18/41,3.0536166666667,101.52243333333,1,1
N3053656E101576694,SJ20,Usj 5 (Selatan),Persiaran Tujuan,3.053656,101.576694,2,1
N3053666E101764610,KJ308,Sek. Keb. BTHO,Persiaran Suasana,3.053666,101.76461,2,1
N3053708E101502249,SA561,Alam Residentials (Barat),Jalan Cengkih 16/10,3.053708,101.502249,2,1
N3053779E101640334,,Padang Bola Bk 2 (Opp),Jalan Kinrara 4,3.053779,101.640334,2,1
N3053781E101532178,SA448,SRA Integrasi,Jalan Nelayan 19/15,3.053781,101.532178,2,1
N3053789E101688308,KL1293,Apartment Arena Green,Jalan Barat,3.053789,101.688308,1,1
N3053813E101744550,KJ402,Petronas Damai Perdana (Opp),Persiaran Damai Perdana,3.0538129274333,101.74454990288,2,1
N3053833E101462545,BD269,Centro Klang (Opp),Lebuhraya Persekutuan,3.053833,101.462545,1,1
N3053861E101688273,KL1293,Arena Green Apartment,Jalan Barat,3.053861,101.688273,1,1
N3053884E101755724,,SMK BTHO 2 (Opp),Jalan Suadamai,3.053884,101.755724,2,1
N3054078E101755786,,SMK BTHO 2,Jalan Suadamai,3.054078,101.755786,1,1
N3054155E101744354,KJ401,Petronas Damai Perdana,Persiaran Damai Perdana,3.0541550642724,101.74435396928,2,1
N3054158E101753483,,Taman Seri Taming,Jalan Seri Taming 2a,3.054158,101.753483,1,1
N3054193E101473089,BD114,Taman Intan,Jalan Batu Tiga Lama,3.054193,101.473089,1,1
N3054211E101669275,KL2026,Aurora Place,Jalan 13/155c,3.054211,101.669275,1,1
N3054219E101793899,KJ200,Perumahan Mahkota Cheras Seksyen 6,Jalan Permaisuri,3.0542190282018,101.79389889672,2,1
N3054332E101504969,SA578,Alam D16 (Utara),Jalan Halia 16/8,3.0543316,101.504969,1,1
N3054372E101502845,SA579,SMK Seksyen 16 (Opp),Jalan Halia 16/18,3.054372,101.502845,1,1
N3054472E101786330,KJ567,Aeon Mahkota Cheras,Persiaran Mahkota Cheras 1,3.054472,101.78633,2,1
N3054490E101503322,SA564,SMK Seksyen 16,Jalan Halia 16/18,3.05449,101.503322,2,1
N3054492E101505109,SA565,Alam D16 (Utara),Jalan Halia 16/8,3.054492,101.505109,2,1
N3054535E101688636,KL1298,Stadium Bukit Jalil,Jalan Barat,3.054535,101.688636,2,1
N3054538E101793880,KJ564,Perumahan Sek. 6 (Utara),Jalan Permaisuri,3.054538,101.79388,1,1
N3054613E101757834,,Petronas BTHO 2 (Opp),Jalan Suadamai,3.054613,101.757834,2,1
N3054666E101753710,KJ746,Taman Seri Taming,Jalan Seri Taming 2a,3.0546658341278,101.75371023299,2,1
N3054673E101619448,SJ682,Kolej Putra,LDP,3.054673,101.619448,1,1
N3054688E101768730,KJ272,Surau Nurul Hidayah,Jalan Megah 37,3.054688,101.76873,2,1
N3054723E101803740,KJ757,Garden Park Condo,Persiaran Sl 7a,3.054723,101.80374,1,1
N3054724E101757973,,Petronas BTHO 2,Jalan Suadamai,3.054724,101.757973,1,1
N3054758E101592176,SJ693,LRT Usj 7,Persiaran Kewajipan,3.054758,101.592176,2,1
N3054793E101473393,BD115,SJKC Taman Rashna,Jalan Batai Laut,3.054793,101.473393,1,1
N3054798E101657387,SJ362,LRT Alam Sutera,Lebuhraya Bukit Jalil,3.054798,101.657387,1,1
N3054858E101621059,SJ329,Apartment Sri Anggerik (Opp),Jalan Bandar Puchong Jaya,3.054858,101.621059,2,1
N3054872E101743260,KL421,Komersial Damai Perdana,Jalan Desa Cheras,3.0548723,101.74326,1,1
N3054896E101742976,KL421,Prima Alam Damai (Opp),Jalan Desa Cheras,3.054896,101.742976,2,1
N3054899E101741330,KL2378,Pangsapuri Seri Perindu,Jalan Desa Cheras,3.054899,101.74133,1,1
N3054928E101750120,KJ750,Komersial Seri Taming,Jalan Suadamai,3.0549282265593,101.75012018081,2,1
N3054982E101737950,KL2379,Flat Taman Desa Cheras Blok 9,Jalan Desa Cheras,3.054982,101.73795,1,1
N3055012E101620867,SJ306,Apartment Sri Anggerik,Jalan Bandar Puchong Jaya,3.055012,101.620867,1,1
N3055012E101702792,KL2009,Tpm Carpark,Jalan Teknologi 8,3.055012,101.702792,2,1
N3055034E101743311,KL423,Prima Alam Damai,Jalan Desa Cheras,3.055034,101.743311,2,1
N3055053E101759490,KJ892,Komersial Suadamai (Opp),Jalan Suadamai,3.055053,101.75949,2,1
N3055112E101542693,SA462,Seksyen 20 (Timur),Persiaran Tengku Ampuan,3.0551123911709,101.54269314337,2,1
N3055132E101786037,KJ177,BMC Mall (Opp),Persiaran Mahkota Cheras 1,3.055131564348,101.78603666817,2,1
N3055168E101484490,SA789,Ken Rimba,Jalan Lengkuas 16/18,3.055168,101.48449,2,1
N3055377E101807816,KJ758,Taman Ikhlas,Persiaran Sl 7a,3.055377,101.807816,2,1
N3055495E101451162,BD194,SMK Tinggi Klang,Jalan Meru,3.055495,101.451162,2,1
N3055537E101505672,SA566,Pasar Mbsa Seksyen 16 (Opp),Jalan Sempadan 16/7,3.055537,101.505672,2,1
N3055624E101749404,KL2174,Padang Taman Dahlia,Jalan 8/154,3.0556239954642,101.74940442408,1,1
N3055729E101737697,,Taman Desa Cheras,Jalan 7/154d,3.055729,101.737697,2,1
N3055730E101505784,SA577,Pasar Mbsa Seksyen 16,Jalan Sempadan 16/7,3.05573,101.505784,1,1
N3055776E101604419,SJ71,Regalia Business Centre,Persiaran Subang Mewah,3.055776,101.604419,1,1
N3055780E101525905,SA442,Hentian Seksyen 19,Jalan Nyiur 18/41,3.05578,101.525905,2,1
N3055835E101463049,,Wisma 99/Perumahan Taman Berkeley (Selatan),Persiaran Rajawali,3.055835,101.463049,2,1
N3055941E101675214,KL2019,Anjung Hijau Greenfields,Jalan Jalil Perkasa 1,3.055941,101.675214,2,1
N3056032E101538522,,Perumahan Seksyen 20,Jalan Singa 20/1,3.056032,101.538522,1,1
N3056044E101673215,KL2020,Afc (Opp),Jalan 13/155c,3.0560439806125,101.67321488454,2,1
N3056047E101604231,SJ74,Regalia Business Park (Opp),Persiaran Subang Mewah,3.056047,101.604231,2,1
N3056474E101757437,,Apartment Minang Ria,Persiaran Tun Perak,3.056474,101.757437,1,1
N3056516E101532726,,Masjid Al-Ubudiyah (Opp),Jalan Belat 19/32,3.056516,101.532726,2,1
N3056527E101769870,KJ273,Simpang Megah 12a,Jalan 2,3.056527,101.76987,2,1
N3056617E101581633,SJ408,Sam Bestari,Persiaran Murni,3.0566166666667,101.58163333333,1,1
N3056617E101588483,SJ222,SK Seafield,Persiaran Murni,3.0566166666667,101.58848333333,1,1
N3056622E101577414,SJ40,Usj 5 (Utara),Persiaran Tujuan,3.056622,101.577414,1,1
N3056779E101540854,SA459,Hospital KPJ,Jalan Singa 20/1,3.056779,101.540854,1,1
N3056784E101460339,BD138,SK (1) Jalan Batu Tiga (Opp),Jalan Pekan Baru,3.056784,101.460339,1,1
N3056807E101621544,SJ307,Apartment Sri Anggerik 2,Jalan Bandar Puchong Jaya,3.0568067650048,101.62154402408,1,1
N3056838E101628319,SJ331,TM Kinrara,Jalan Puchong,3.0568381561533,101.62831918758,1,1
N3056860E101542528,SA862,Ipc Shah Alam,Persiaran Tengku Ampuan,3.0568604919915,101.54252814457,1,1
N3056867E101581750,,Sam Bestari (Opp),Persiaran Murni,3.0568666666667,101.58175,2,1
N3056868E101588342,,SK Seafield (Opp),Persiaran Murni,3.056868,101.588342,1,1
N3056975E101474153,,Komersial Taman Intan,Jalan Batai Laut,3.056975,101.474153,1,1
N3056978E101737366,KL2380,Flat Taman Desa Cheras Blok 5,Jalan 7/154d,3.056978,101.737366,1,1
N3056981E101630012,SJ354,Bhpetrol,Jalan Puchong,3.0569807544853,101.63001155169,2,1
N3057047E101793880,KJ871,Perumahan Sek. 8,Jalan Permaisuri,3.057047,101.79388,1,1
N3057133E101621791,SJ328,Apartment Sri Anggerik 2 (Opp),Jalan Bandar Puchong Jaya,3.057133,101.621791,2,1
N3057335E101757667,,Apartment Waja,Persiaran Tun Perak,3.057335,101.757667,2,1
N3057379E101633076,SJ353,Bukit Kuchai,Jalan Puchong,3.0573787950817,101.63307641888,2,1
N3057408E101757645,KJ298,Pangsapuri Waja,Persiaran Tun Perak,3.057408,101.757645,2,1
N3057453E101630625,SJ332,Apartment Sri Cempaka,Jalan Puchong,3.0574526123317,101.63062513102,1,1
N3057551E101555891,SA384,Seksyen 22,Persiaran Jubli Perak,3.057551,101.555891,2,1
N3057586E101556304,SA961,Seksyen 22/Petronas,Persiaran Jubli Perak,3.0575857155066,101.55630435158,1,1
N3057666E101632847,SJ333,Perumahan Aman Sari,Jalan Puchong,3.0576663725663,101.63284739765,1,1
N3057668E101745740,KL2377,Dewan Serbaguna Alam Damai (Opp),Jalan 34/154,3.057668,101.74574,1,1
N3057719E101541924,SJ463,KPJ Hospital,Persiaran Tengku Ampuan,3.057719,101.541924,2,1
N3057721E101470209,,Wisma Persekutuan Klang,Persiaran Bukit Raja 1/ku1,3.057721,101.470209,2,1
N3057809E101594744,,Usj Sentral,Persiaran Subang Permai,3.057809,101.594744,2,1
N3057814E101596389,SJ70,Mydin Usj (Opp),Persiaran Subang Mewah,3.0578136092905,101.59638897418,2,1
N3057821E101536689,,Flat PKNS Seksyen 20,Jalan Pelanduk 20/19,3.057821,101.536689,2,1
N3057852E101601312,SJ69,Taman Subang Permai,Persiaran Subang Permai,3.057852,101.601312,2,1
N3057913E101471013,,Pejabat Kemas Selangor,Persiaran Bukit Raja 1/ku1,3.057913,101.471013,2,1
N3057917E101492986,SA340,Alam Avenue Seksyen 16,Persiaran Selangor,3.057917,101.492986,1,1
N3058043E101591806,SJ633,Da Men Mall (Opp),Persiaran Kewajipan,3.058043,101.591806,1,1
N3058044E101749424,KL1721,Komersial Taman Bahagia,Jalan 8/154,3.0580440385937,101.74942357411,1,1
N3058045E101451781,BD193,SK 1 & 2 Jalan Meru,Jalan Meru,3.058045,101.451781,2,1
N3058047E101691406,KL149,LRT Bkt Jalil,Jalan Merah Caga,3.058047,101.691406,2,1
N3058062E101596362,SJ67,Mydin Usj,Persiaran Subang Mewah,3.0580617790849,101.59636180943,1,1
N3058115E101601352,SJ68,Taman Subang Permai (Utara),Persiaran Subang Permai,3.0581150204968,101.60135242851,1,1
N3058117E101638599,SJ352,Bhpetrol Bukit Kuchai,Jalan Puchong,3.058117,101.638599,2,1
N3058368E101749643,KL419,Taman Sri Bahagia,Jalan 8/154,3.0583675852096,101.74964311019,2,1
N3058376E101674439,KL1291,KM1 Bukit Jalil,Jalan Jalil Perkasa 1,3.058376,101.674439,1,1
N3058392E101492664,SA341,Alam Avenue Seksyen 16,Persiaran Selangor,3.058392,101.492664,2,1
N3058445E101621545,SJ308,Apartment Sri Anggerik 2,Jalan Bandar Puchong Jaya,3.058445,101.621545,1,1
N3058474E101638960,SJ334,Taman Bukit Kuchai,Jalan Puchong,3.0584740354052,101.63895995946,2,1
N3058502E101509235,SA571,Depoh Bas Cityliner (Opp),Jalan Relau 16/1,3.058502,101.509235,1,1
N3058517E101691516,KL151,LRT Bukit Jalil (Opp),Jalan Merah Caga,3.058517,101.691516,1,1
N3058519E101691519,KL151,LRT Bkt Jalil,Jalan Merah Caga,3.058519,101.691519,1,1
N3058522E101509093,SA570,Depoh Bas Cityliner,Jalan Relau 16/1,3.058522,101.509093,2,1
N3058528E101505794,SA574,Pangsapuri Anggerik Indah (Opp),Jalan Sempadan 16/7,3.058528,101.505794,1,1
N3058659E101673981,KL1743,Green Avenue Condominium,Jalan Jalil Perkasa 1,3.058659,101.673981,2,1
N3058713E101460006,BD139,Medan Selera Taman Eng Ann,Jalan Pekan Baru,3.058713,101.460006,1,1
N3058765E101685124,,Covillea Condominium,Jalan Jalil Perkasa 7,3.058765,101.685124,1,1
N3058851E101739280,KL2381,Sek. Men. Alam Damai,Jalan 6/154d,3.058851,101.73928,1,1
N3058862E101505793,SA569,Pangsapuri Anggerik Indah,Jalan Sempadan 16/7,3.058862,101.505793,2,1
N3059003E101687388,KL577,Imu Bukit Jalil (Opp),Jalan Jalil Perkasa 19,3.059003,101.687388,2,1
N3059171E101687342,KL576,Imu Bukit Jalil,Jalan Jalil Perkasa 19,3.059171,101.687342,1,1
N3059333E101787124,KJ751,Perumahan Mahkota Cheras,Persiaran Mahkota Cheras 1,3.059332958966,101.78712366175,2,1
N3059344E101769650,KJ767,"Simpang Sri Cheras, Taman Murni",Jalan 2,3.059344,101.76965,2,1
N3059434E101541378,SA464,Seksyen 20 (Utara),Persiaran Teng Ampuan,3.059433681361,101.54137834258,2,1
N3059446E101556919,SA946,Masjid Fastabiqul,Persiaran Jubli Perak,3.059446,101.556919,1,1
N3059451E101680901,KL1288,Taman Esplanade,Jalan Jalil Perkasa 7,3.059451,101.680901,2,1
N3059464E101774237,KJ717,Masjid Batu 10 Cheras,CKE,3.059464,101.774237,2,2
N3059479E101623288,SJ326,Perumahan Belatok 5,Jalan Bandar Puchong Jaya,3.059479,101.623288,2,1
N3059481E101579814,SJ18,Usj 2,Persiaran Tujuan,3.059481,101.579814,2,1
N3059481E101622942,SJ309,Perumahan Belatok 7,Jalan Bandar Puchong Jaya,3.059481,101.622942,1,1
N3059585E101579469,SJ41,Perumahan Usj 3,Persiaran Tujuan,3.0595845142612,101.57946916498,1,1
N3059633E101680948,KL572,Taman Esplanade (Timur),Jalan Jalil Perkasa 7,3.059633,101.680948,1,1
N3059652E101773479,KJ669,TM Batu 9,CKE,3.0596516312907,101.77347914223,1,2
N3059654E101592127,SJ634,Summit Usj (Opp),Persiaran Kewajipan,3.059654,101.592127,1,1
N3059682E101521675,SA938,Balai Polis Seksyen 15,Persiaran Sultan,3.0596818439679,101.52167521309,1,1
N3059683E101521633,,Balai Polis Shah Alam,Persiaran Sultan,3.0596833333333,101.52163333333,1,1
N3059683E101521933,SA933,Balai Polis Shah Alam (Opp),Persiaran Sultan,3.0596833333333,101.52193333333,2,1
N3059715E101642728,SJ348,TUDM Kinrara (Opp),Jalan Puchong,3.059714993532,101.64272805478,1,1
N3059726E101793782,KJ570,Dewan Serbaguna Mahkota Cheras,Jalan Permaisuri,3.059726,101.793782,2,1
N3059761E101592550,SJ66,Summit Usj,Persiaran Kewajipan,3.0597607939315,101.59255011466,2,1
N3059793E101793608,KJ565,Dewan Sebaguna Sek. 8,Jalan Permaisuri,3.059793,101.793608,1,1
N3059981E101788846,KJ566,Bandar Mahkota Cheras Sek 3,Persiaran Mahkota Cheras 1,3.059981,101.788846,2,1
N3059999E101643958,SJ347,TUDM Kinrara,Jalan Puchong,3.0599994816712,101.64395831592,2,1
N3060106E101757615,,Pangsapuri Pahlawan,Persiaran Tun Perak,3.060106,101.757615,2,1
N3060112E101678101,KL1289,Taman Esplanade,Jalan Jalil Perkasa 7,3.060112,101.678101,2,1
N3060163E101462635,,Perumahan Taman Berkeley (Utara),Persiaran Rajawali,3.060163,101.462635,2,1
